Name,PS1 Obs 1 Date,Date Row Last Modified,Aliases,Host Galaxy,SN RA,Dec (2000),Host RA,Host Dec (2000),"Host Galaxy Mag
(approx.)",Redshift position,Redshift origin,Heliocentric Redshift,Uncertainty,Original Reported Redshift,"Redshift 
Difference","Max light
(in Found_fits.fitres)",Good Spec @max?,Spectra Taken (dates),Kyle has SN spec?,Kyle has host spec?,Useful Link,Link to Spectroscopic Report,Notes,
ASASSN-15ga,3/31/15,8/25/17,,NGC 4866,12:59:27,+14:10:15.79,59:27.1,+14:10:15.82,"19 (FUV) 18 (NUV) 12 (V) 9 (J) 8 (H, K)",Systemic,A Digital Archive of H I 21 Centimeter Line Spectra of Optically Targeted Galaxies,0.006605,0.000009,0.006631,0.000026,3/19/15,,,no,no,http://www.astronomerstelegram.org/?read=7317,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=32539&objname=NGC%204866&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15fa,3/21/15,8/25/17,,NGC 6319,17:09:46,+62:58:27.01,09:44.1,+62:58:23.02,"11 (J, H) 10 (K)",Host Nucleus,SDSS DR13,0.0273452,0.0000072,0.027408,0.0000628,3/21/15,,3/19/15,yes,no,http://www.astronomerstelegram.org/?read=7245,https://dr13.sdss.org/optical/spectrum/view?plateid=352&mjd=51694&fiberid=310&run2d=26,,
PS15mt,3/19/15,8/25/17,,SDSS J095444.27+231151.6,54:44.2,+23:11:53.1,54:44.3,+23:11:51.6,"20 (FUV, NUV)",Host Lines from SN Position,DEIMOS,0.07085,0.000088,0.071,0.00015,3/24/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1095444171231153100/,http://www.astronomerstelegram.org/?read=7250,Saurabh email 2016-12-16 based on ps15mt-20160318-deimos.flm,
PSNJ0859349,3/16/15,8/25/17,"PS15tb, Gaia15acx",UGC 04709,59:34.9,+45:55:34.3,59:34.6,+45:55:36.19,"15 (B) 13 (J) 12 (H, K)",Host Nucleus,SDSS DR13,0.0281196,0.0000144,0.0281,0.0000196,3/17/15,,3/13/15,yes,no,http://star.pst.qub.ac.uk/ps1threepi/psdb/candidate/1085934911455532900/,https://dr13.sdss.org/optical/spectrum/view?plateid=897&mjd=52605&fiberid=530&run2d=26,,
ASASSN-15bm,1/27/15,8/25/17,,GALEXASC J150551.56-053737.2,15:05:52,-05:37:37.05,05:51.6,-05:37:37.2,"19 (FUV, NUV)",Host Nucleus,SOAR spectra,0.0204316,0.0001028,0.021,0.0005684,2/1/15,,,yes,yes,http://www.astronomerstelegram.org/?read=6983,None,z updated from Foundation Paper,
ASASSN-15bc,1/20/15,8/25/17,,2MASX J04061478-0853112,4:06:15,-08:53:08.28,06:14.8,-08:53:11.2,"14 (J) 13 (H, K)",Systemic,The Southern Sky Redshift Survey,0.036715,0.000097,0.036715,0,1/25/15,,,no,no,http://www.astronomerstelegram.org/?read=6943,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=93079&objname=2MASX%20J04061478-0853112&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15dpl,1/7/15,8/25/17,"2016J, ASASSN-16ah",Unlisted,47:45.4,+53:36:32.26,N/A,N/A,,Host Nucleus,KPNO,0.0264217,0.000064,0.034,0.0075783,1/13/16,,,yes,yes,,http://www.astronomerstelegram.org/?read=8539,,
ASASSN-15uv,1/3/15,8/25/17,,2MASX J08270817+2748382,27:08.1,+27:48:41.74,27:08.2,+27:48:38.2,"14 (J) 13 (H, K)",Host Nucleus,SDSS DR13,0.0202794,0.0000167,0.02033,0.0000506,1/5/16,,2015-12-31(?),yes,no,http://www.astronomerstelegram.org/?read=8488,https://dr13.sdss.org/optical/spectrum/view?plateid=1267&mjd=52932&fiberid=494&run2d=26,,
ASASSN-15uu,1/1/15,8/25/17,,VV 790a,43:56.6,+17:03:44.44,43:56.6,+17:03:42.84,"16 (FUV) 15 (B) 14 (V) 13 (H,J)",Systemic,21 cm observations,0.026779,0.000007,0.026795,0.000016,1/1/16,,2015-12-31(?),yes,no,http://www.astronomerstelegram.org/?read=8480,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=4716&objname=VV%20790a&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15uw,1/1/15,8/25/17,,2MASX J02353437-0603496,35:34.3,-06:03:46.97,35:34.4,-06:03:49.6,"12 (J, H, K)",Systemic,6dF Galaxy Survey DR3,0.030811,0.00015,0.030811,0,1/5/16,,,yes,no,http://www.astronomerstelegram.org/?read=8490,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=309765&objname=2MASX%20J02353437-0603496&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15fs,,1/11/18,,CGCG 229-010,18:58:41,+43:28:07.88,58:40.7,+43:28:05.99,"13 (J) 12 (H, K)",Systemic,CfA redshift survey,0.02902,0.000047,0.02902,0,3/31/15,,,no,no,http://www.astronomerstelegram.org/?read=7296,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=46816&objname=CGCG%20229-010&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
2017guh,,9/21/17,ASASSN-17mh,ESO 486- G 019,03:13.1,-22:49:59.16,03:13.2,-22:49:59.2,,Systemic,Updated Zwicky Catalog,0.015531,0.00015,0.015427,0.000104,,,9/19/17,yes,no,https://wis-tns.weizmann.ac.il/object/2017guh,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=11948&objname=ESO%20486-%20G%20019&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
